No,docid,reg,postype,wordcat,wid,wcorresp,wstatus,lemma,word,metaphor,id,corresp,status,morph,order,type,mettext,DELMET,delmetadditionalinfo,nonmrw_mrw,eight_word_classes,register,widlii,del_nondel_widlii,six_word_classes,sid,pnum,snum,sindex,windex,wcount,scount,plen,slen,sentence_id,sentence
35139,a8u-fragment14,news,VVI,V,-,-,-,boost,boost,mrw,-,-,-,n,-,met,boost,0,,1,6,4,0,0,4,322,6,7,1,16,838,49,3,19,a8u-fragment14_7,"Increased demand for its road, rail and sea container fleets during the first half helped boost the latest figures."
35143,a8u-fragment14,news,DT0,DT,-,-,-,this,This,mrw,-,-,-,n,-,met,This,0,,1,3,4,0,0,6,323,6,8,2,1,838,49,3,25,a8u-fragment14_8,"This flowed through to earnings per share, up a half at 19.6 p and shareholders receive a 25 percent increase in the interim dividend to 2.7p."
35144,a8u-fragment14,news,VVD,V,-,-,-,flow,flowed,mrw,-,-,-,n,-,met,flowed,0,,1,6,4,0,0,4,323,6,8,2,2,838,49,3,25,a8u-fragment14_8,"This flowed through to earnings per share, up a half at 19.6 p and shareholders receive a 25 percent increase in the interim dividend to 2.7p."
35145,a8u-fragment14,news,AVP,AV,-,-,-,through,through,mrw,-,-,-,n,-,met,through,0,,1,2,4,0,0,2,323,6,8,2,3,838,49,3,25,a8u-fragment14_8,"This flowed through to earnings per share, up a half at 19.6 p and shareholders receive a 25 percent increase in the interim dividend to 2.7p."
35146,a8u-fragment14,news,PRP,PR,-,-,-,to,to,mrw,-,-,-,n,-,met,to,0,,1,5,4,0,0,5,323,6,8,2,4,838,49,3,25,a8u-fragment14_8,"This flowed through to earnings per share, up a half at 19.6 p and shareholders receive a 25 percent increase in the interim dividend to 2.7p."
35150,a8u-fragment14,news,AVP-PRP,AV,-,-,-,up,up,mrw,-,-,-,n,-,met,up,0,,1,2,4,0,0,2,323,6,8,2,8,838,49,3,25,a8u-fragment14_8,"This flowed through to earnings per share, up a half at 19.6 p and shareholders receive a 25 percent increase in the interim dividend to 2.7p."
35153,a8u-fragment14,news,PRP,PR,-,-,-,at,at,mrw,-,-,-,n,-,met,at,0,,1,5,4,0,0,5,323,6,8,2,11,838,49,3,25,a8u-fragment14_8,"This flowed through to earnings per share, up a half at 19.6 p and shareholders receive a 25 percent increase in the interim dividend to 2.7p."
35162,a8u-fragment14,news,PRP,PR,-,-,-,in,in,mrw,-,-,-,n,-,met,in,0,,1,5,4,0,0,5,323,6,8,2,20,838,49,3,25,a8u-fragment14_8,"This flowed through to earnings per share, up a half at 19.6 p and shareholders receive a 25 percent increase in the interim dividend to 2.7p."
35166,a8u-fragment14,news,PRP,PR,-,-,-,to,to,mrw,-,-,-,n,-,met,to,0,,1,5,4,0,0,5,323,6,8,2,24,838,49,3,25,a8u-fragment14_8,"This flowed through to earnings per share, up a half at 19.6 p and shareholders receive a 25 percent increase in the interim dividend to 2.7p."
35170,a8u-fragment14,news,VVD,V,-,-,-,rise,rose,mrw,-,-,-,n,-,met,rose,0,,1,6,4,0,0,4,324,6,9,3,3,838,49,3,6,a8u-fragment14_9,The shares rose 9p to 443p.
35172,a8u-fragment14,news,PRP,PR,-,-,-,to,to,mrw,-,-,-,n,-,met,to,0,,1,5,4,0,0,5,324,6,9,3,5,838,49,3,6,a8u-fragment14_9,The shares rose 9p to 443p.
35188,a8u-fragment14,news,NN1,N,-,-,-,group,group,mrw,-,-,-,n,-,met,group,0,,1,4,4,0,0,3,326,8,11,1,13,838,49,1,28,a8u-fragment14_11,"Christian Salvesen, the food process and distribution, generator hire and brick making group, raised pre-tax profits by almost 21 percent to £ 32.6 million in the six months to September."
35189,a8u-fragment14,news,VVD-VVN,V,-,-,-,raise,raised,mrw,-,-,double,n,-,met,raised,0,,1,6,4,0,0,4,326,8,11,1,14,838,49,1,28,a8u-fragment14_11,"Christian Salvesen, the food process and distribution, generator hire and brick making group, raised pre-tax profits by almost 21 percent to £ 32.6 million in the six months to September."
35192,a8u-fragment14,news,PRP,PR,-,-,-,by,by,mrw,-,-,-,n,-,met,by,0,,1,5,4,0,0,5,326,8,11,1,17,838,49,1,28,a8u-fragment14_11,"Christian Salvesen, the food process and distribution, generator hire and brick making group, raised pre-tax profits by almost 21 percent to £ 32.6 million in the six months to September."
35196,a8u-fragment14,news,PRP,PR,-,-,-,to,to,mrw,-,-,-,n,-,met,to,0,,1,5,4,0,0,5,326,8,11,1,21,838,49,1,28,a8u-fragment14_11,"Christian Salvesen, the food process and distribution, generator hire and brick making group, raised pre-tax profits by almost 21 percent to £ 32.6 million in the six months to September."
35198,a8u-fragment14,news,PRP,PR,-,-,-,in,in,mrw,-,-,-,n,-,met,in,0,,1,5,4,0,0,5,326,8,11,1,23,838,49,1,28,a8u-fragment14_11,"Christian Salvesen, the food process and distribution, generator hire and brick making group, raised pre-tax profits by almost 21 percent to £ 32.6 million in the six months to September."
35202,a8u-fragment14,news,PRP,PR,-,-,-,to,to,mrw,-,-,-,n,-,met,to,0,,1,5,4,0,0,5,326,8,11,1,27,838,49,1,28,a8u-fragment14_11,"Christian Salvesen, the food process and distribution, generator hire and brick making group, raised pre-tax profits by almost 21 percent to £ 32.6 million in the six months to September."
35210,a8u-fragment14,news,NN1,N,-,-,-,market,market,mrw,-,-,-,n,-,met,market,0,,1,4,4,0,0,3,327,9,12,1,7,838,49,1,35,a8u-fragment14_12,"Aggreko generator hire, Salvesen's world market leader which provides power for customers from pop concerts to the oil industry, contributed strongly to a 37 percent growth in trading profits in the industrial services division."
35211,a8u-fragment14,news,NN1,N,-,-,-,leader,leader,mrw,-,-,WIDLII,n,-,met,leader,0,,1,4,4,0,0,3,327,9,12,1,8,838,49,1,35,a8u-fragment14_12,"Aggreko generator hire, Salvesen's world market leader which provides power for customers from pop concerts to the oil industry, contributed strongly to a 37 percent growth in trading profits in the industrial services division."
35214,a8u-fragment14,news,NN1,N,-,-,-,power,power,mrw,-,-,-,n,-,met,power,0,,1,4,4,0,0,3,327,9,12,1,11,838,49,1,35,a8u-fragment14_12,"Aggreko generator hire, Salvesen's world market leader which provides power for customers from pop concerts to the oil industry, contributed strongly to a 37 percent growth in trading profits in the industrial services division."
35217,a8u-fragment14,news,PRP,PR,-,-,-,from,from,mrw,-,-,-,n,-,met,from,0,,1,5,4,0,0,5,327,9,12,1,14,838,49,1,35,a8u-fragment14_12,"Aggreko generator hire, Salvesen's world market leader which provides power for customers from pop concerts to the oil industry, contributed strongly to a 37 percent growth in trading profits in the industrial services division."
35220,a8u-fragment14,news,PRP,PR,-,-,-,to,to,mrw,-,-,-,n,-,met,to,0,,1,5,4,0,0,5,327,9,12,1,17,838,49,1,35,a8u-fragment14_12,"Aggreko generator hire, Salvesen's world market leader which provides power for customers from pop concerts to the oil industry, contributed strongly to a 37 percent growth in trading profits in the industrial services division."
35224,a8u-fragment14,news,VVD,V,-,-,-,contribute,contributed,mrw,-,-,-,n,-,met,contributed,0,,1,6,4,0,0,4,327,9,12,1,21,838,49,1,35,a8u-fragment14_12,"Aggreko generator hire, Salvesen's world market leader which provides power for customers from pop concerts to the oil industry, contributed strongly to a 37 percent growth in trading profits in the industrial services division."
35226,a8u-fragment14,news,PRP,PR,-,-,-,to,to,mrw,-,-,-,n,-,met,to,0,,1,5,4,0,0,5,327,9,12,1,23,838,49,1,35,a8u-fragment14_12,"Aggreko generator hire, Salvesen's world market leader which provides power for customers from pop concerts to the oil industry, contributed strongly to a 37 percent growth in trading profits in the industrial services division."
35230,a8u-fragment14,news,NN1,N,-,-,-,growth,growth,mrw,-,-,-,n,-,met,growth,0,,1,4,4,0,0,3,327,9,12,1,27,838,49,1,35,a8u-fragment14_12,"Aggreko generator hire, Salvesen's world market leader which provides power for customers from pop concerts to the oil industry, contributed strongly to a 37 percent growth in trading profits in the industrial services division."
35231,a8u-fragment14,news,PRP,PR,-,-,-,in,in,mrw,-,-,-,n,-,met,in,0,,1,5,4,0,0,5,327,9,12,1,28,838,49,1,35,a8u-fragment14_12,"Aggreko generator hire, Salvesen's world market leader which provides power for customers from pop concerts to the oil industry, contributed strongly to a 37 percent growth in trading profits in the industrial services division."
35234,a8u-fragment14,news,PRP,PR,-,-,-,in,in,mrw,-,-,-,n,-,met,in,0,,1,5,4,0,0,5,327,9,12,1,31,838,49,1,35,a8u-fragment14_12,"Aggreko generator hire, Salvesen's world market leader which provides power for customers from pop concerts to the oil industry, contributed strongly to a 37 percent growth in trading profits in the industrial services division."
35245,a8u-fragment14,news,VVD,V,-,-,-,help,helped,mrw,-,-,-,n,-,met,helped,0,,1,6,4,0,0,4,328,10,13,1,7,838,49,1,66,a8u-fragment14_13,"Oil slicks in Alaska and elsewhere helped Vikoma, the group's environmental cleaning equipment manufacturer, which specialises in separating oil from water, and although Salvesen brick, is suffering in the second half from a 30 to 40 percent cut in demand as housebuilding nosedives, the first half was prosperous and full year trading profit should be on alevel with 1988, says finance director Brian Fidler."
35248,a8u-fragment14,news,NN1,N,-,-,-,group,group,mrw,-,-,-,n,-,met,group,0,,1,4,4,0,0,3,328,10,13,1,10,838,49,1,66,a8u-fragment14_13,"Oil slicks in Alaska and elsewhere helped Vikoma, the group's environmental cleaning equipment manufacturer, which specialises in separating oil from water, and although Salvesen brick, is suffering in the second half from a 30 to 40 percent cut in demand as housebuilding nosedives, the first half was prosperous and full year trading profit should be on alevel with 1988, says finance director Brian Fidler."
35256,a8u-fragment14,news,PRP-AVP,PR,-,-,-,in,in,mrw,-,-,-,n,-,met,in,0,,1,5,4,0,0,5,328,10,13,1,18,838,49,1,66,a8u-fragment14_13,"Oil slicks in Alaska and elsewhere helped Vikoma, the group's environmental cleaning equipment manufacturer, which specialises in separating oil from water, and although Salvesen brick, is suffering in the second half from a 30 to 40 percent cut in demand as housebuilding nosedives, the first half was prosperous and full year trading profit should be on alevel with 1988, says finance director Brian Fidler."
35266,a8u-fragment14,news,VVG-AJ0,V,-,-,-,suffer,suffering,mrw,-,-,-,n,-,met,suffering,0,,1,6,4,0,0,4,328,10,13,1,28,838,49,1,66,a8u-fragment14_13,"Oil slicks in Alaska and elsewhere helped Vikoma, the group's environmental cleaning equipment manufacturer, which specialises in separating oil from water, and although Salvesen brick, is suffering in the second half from a 30 to 40 percent cut in demand as housebuilding nosedives, the first half was prosperous and full year trading profit should be on alevel with 1988, says finance director Brian Fidler."
35267,a8u-fragment14,news,PRP,PR,-,-,-,in,in,mrw,-,-,-,n,-,met,in,0,,1,5,4,0,0,5,328,10,13,1,29,838,49,1,66,a8u-fragment14_13,"Oil slicks in Alaska and elsewhere helped Vikoma, the group's environmental cleaning equipment manufacturer, which specialises in separating oil from water, and although Salvesen brick, is suffering in the second half from a 30 to 40 percent cut in demand as housebuilding nosedives, the first half was prosperous and full year trading profit should be on alevel with 1988, says finance director Brian Fidler."
35271,a8u-fragment14,news,PRP,PR,-,-,-,from,from,mrw,-,-,-,n,-,met,from,0,,1,5,4,0,0,5,328,10,13,1,33,838,49,1,66,a8u-fragment14_13,"Oil slicks in Alaska and elsewhere helped Vikoma, the group's environmental cleaning equipment manufacturer, which specialises in separating oil from water, and although Salvesen brick, is suffering in the second half from a 30 to 40 percent cut in demand as housebuilding nosedives, the first half was prosperous and full year trading profit should be on alevel with 1988, says finance director Brian Fidler."
35274,a8u-fragment14,news,PRP,PR,-,-,-,to,to,mrw,-,-,-,n,-,met,to,0,,1,5,4,0,0,5,328,10,13,1,36,838,49,1,66,a8u-fragment14_13,"Oil slicks in Alaska and elsewhere helped Vikoma, the group's environmental cleaning equipment manufacturer, which specialises in separating oil from water, and although Salvesen brick, is suffering in the second half from a 30 to 40 percent cut in demand as housebuilding nosedives, the first half was prosperous and full year trading profit should be on alevel with 1988, says finance director Brian Fidler."
35277,a8u-fragment14,news,NN1,N,-,-,-,cut,cut,mrw,-,-,-,n,-,met,cut,0,,1,4,4,0,0,3,328,10,13,1,39,838,49,1,66,a8u-fragment14_13,"Oil slicks in Alaska and elsewhere helped Vikoma, the group's environmental cleaning equipment manufacturer, which specialises in separating oil from water, and although Salvesen brick, is suffering in the second half from a 30 to 40 percent cut in demand as housebuilding nosedives, the first half was prosperous and full year trading profit should be on alevel with 1988, says finance director Brian Fidler."
35278,a8u-fragment14,news,PRP,PR,-,-,-,in,in,mrw,-,-,-,n,-,met,in,0,,1,5,4,0,0,5,328,10,13,1,40,838,49,1,66,a8u-fragment14_13,"Oil slicks in Alaska and elsewhere helped Vikoma, the group's environmental cleaning equipment manufacturer, which specialises in separating oil from water, and although Salvesen brick, is suffering in the second half from a 30 to 40 percent cut in demand as housebuilding nosedives, the first half was prosperous and full year trading profit should be on alevel with 1988, says finance director Brian Fidler."
35289,a8u-fragment14,news,AJ0,AJ,-,-,-,full,full,mrw,-,-,-,n,-,met,full,0,,1,1,4,0,0,1,328,10,13,1,51,838,49,1,66,a8u-fragment14_13,"Oil slicks in Alaska and elsewhere helped Vikoma, the group's environmental cleaning equipment manufacturer, which specialises in separating oil from water, and although Salvesen brick, is suffering in the second half from a 30 to 40 percent cut in demand as housebuilding nosedives, the first half was prosperous and full year trading profit should be on alevel with 1988, says finance director Brian Fidler."
35295,a8u-fragment14,news,PRP,PR,-,-,-,on,on,mrw,-,-,-,n,-,met,on,0,,1,5,4,0,0,5,328,10,13,1,57,838,49,1,66,a8u-fragment14_13,"Oil slicks in Alaska and elsewhere helped Vikoma, the group's environmental cleaning equipment manufacturer, which specialises in separating oil from water, and although Salvesen brick, is suffering in the second half from a 30 to 40 percent cut in demand as housebuilding nosedives, the first half was prosperous and full year trading profit should be on alevel with 1988, says finance director Brian Fidler."
35297,a8u-fragment14,news,NN1-AJ0,N,-,-,-,level,level,mrw,-,-,-,n,-,met,level,0,,1,4,4,0,0,3,328,10,13,1,59,838,49,1,66,a8u-fragment14_13,"Oil slicks in Alaska and elsewhere helped Vikoma, the group's environmental cleaning equipment manufacturer, which specialises in separating oil from water, and although Salvesen brick, is suffering in the second half from a 30 to 40 percent cut in demand as housebuilding nosedives, the first half was prosperous and full year trading profit should be on alevel with 1988, says finance director Brian Fidler."
35298,a8u-fragment14,news,PRP,PR,-,-,-,with,with,mrw,-,-,-,n,-,met,with,0,,1,5,4,0,0,5,328,10,13,1,60,838,49,1,66,a8u-fragment14_13,"Oil slicks in Alaska and elsewhere helped Vikoma, the group's environmental cleaning equipment manufacturer, which specialises in separating oil from water, and although Salvesen brick, is suffering in the second half from a 30 to 40 percent cut in demand as housebuilding nosedives, the first half was prosperous and full year trading profit should be on alevel with 1988, says finance director Brian Fidler."
35319,a8u-fragment14,news,AVP,AV,-,-,-,down,down,mrw,-,-,-,n,-,met,down,0,,1,2,4,0,0,2,329,11,14,1,15,838,49,3,24,a8u-fragment14_14,"Almost a third of group profits are earned overseas, interest and tax charges are down on last year and gearing stands at 13 percent."
35320,a8u-fragment14,news,PRP,PR,-,-,-,on,on,mrw,-,-,-,n,-,met,on,0,,1,5,4,0,0,5,329,11,14,1,16,838,49,3,24,a8u-fragment14_14,"Almost a third of group profits are earned overseas, interest and tax charges are down on last year and gearing stands at 13 percent."
35325,a8u-fragment14,news,VVZ-NN2,V,-,-,-,stand,stands,mrw,-,-,-,n,-,met,stands,0,,1,6,4,0,0,4,329,11,14,1,21,838,49,3,24,a8u-fragment14_14,"Almost a third of group profits are earned overseas, interest and tax charges are down on last year and gearing stands at 13 percent."
35326,a8u-fragment14,news,PRP,PR,-,-,-,at,at,mrw,-,-,-,n,-,met,at,0,,1,5,4,0,0,5,329,11,14,1,22,838,49,3,24,a8u-fragment14_14,"Almost a third of group profits are earned overseas, interest and tax charges are down on last year and gearing stands at 13 percent."
35335,a8u-fragment14,news,VVI,V,-,-,-,reach,reach,mrw,-,-,-,n,-,met,reach,0,,1,6,4,0,0,4,330,11,15,2,7,838,49,3,16,a8u-fragment14_15,Capital spending of £ 43 million should reach a total of £ 87 million for the full year.
35343,a8u-fragment14,news,AJ0,AJ,-,-,-,full,full,mrw,-,-,-,n,-,met,full,0,,1,1,4,0,0,1,330,11,15,2,15,838,49,3,16,a8u-fragment14_15,Capital spending of £ 43 million should reach a total of £ 87 million for the full year.
35347,a8u-fragment14,news,VVD,V,-,-,-,rise,rose,mrw,-,-,-,n,-,met,rose,0,,1,6,4,0,0,4,331,11,16,3,3,838,49,3,6,a8u-fragment14_16,The shares rose 10p to 170p.
35349,a8u-fragment14,news,PRP,PR,-,-,-,to,to,mrw,-,-,-,n,-,met,to,0,,1,5,4,0,0,5,331,11,16,3,5,838,49,3,6,a8u-fragment14_16,The shares rose 10p to 170p.
35352,a8u-fragment14,news,VVZ,V,-,-,-,tread,treads,mrw,-,-,double,n,-,met,treads,0,,1,6,4,0,0,4,332,12,17,1,2,838,49,1,3,a8u-fragment14_17,Avon treads warily.
35353,a8u-fragment14,news,AV0,AV,-,-,-,warily,warily,mrw,-,-,PP,n,-,met,warily,0,,1,2,4,0,0,2,332,12,17,1,3,838,49,1,3,a8u-fragment14_17,Avon treads warily.
35355,a8u-fragment14,news,PRP,PR,-,-,-,in,in,mrw,-,-,-,n,-,met,in,0,,1,5,4,0,0,5,333,13,18,1,2,838,49,2,31,a8u-fragment14_18,Shares in Avon Rubber have fallen sharply this year as a result of the weak demand for winter tyres and rights issue call to finance the move into US motor components.
